Label;Split;Style;Tags
skis;['skis'];DES;DESV
skives;['skives'];DES;DESV
skulks;['skulks'];DES;DESV
skyjacks;['skyjacks'];DES;DESV
skypes;['skypes'];DES;DESV
skyrockets;['skyrockets'];DES;DESV
slackens;['slackens'];DES;DESV
slacks;['slacks'];DES;DESV
slags;['slags'];DES;DESV
slaies;['slaies'];DES;DESV
slams;['slams'];DES;DESV
slanders;['slanders'];DES;DESV
slangs;['slangs'];DES;DESV
slants;['slants'];DES;DESV
slaps;['slaps'];DES;DESV
slashes;['slashes'];DES;DESV
slates;['slates'];DES;DESV
slaughters;['slaughters'];DES;DESV
slaves;['slaves'];DES;DESV
sledges;['sledges'];DES;DESV
sleeps;['sleeps'];DES;DESV
slices;['slices'];DES;DESV
slides;['slides'];DES;DESV
slights;['slights'];DES;DESV
slims;['slims'];DES;DESV
slings;['slings'];DES;DESV
slips;['slips'];DES;DESV
slithers;['slithers'];DES;DESV
slits;['slits'];DES;DESV
slivers;['slivers'];DES;DESV
slopes;['slopes'];DES;DESV
slops;['slops'];DES;DESV
sloshes;['sloshes'];DES;DESV
slots;['slots'];DES;DESV
slouches;['slouches'];DES;DESV
slumbers;['slumbers'];DES;DESV
slumps;['slumps'];DES;DESV
slurs;['slurs'];DES;DESV
smacks;['smacks'];DES;DESV
smarts;['smarts'];DES;DESV
smashes;['smashes'];DES;DESV
smears;['smears'];DES;DESV
smelts;['smelts'];DES;DESV
smiles;['smiles'];DES;DESV
smirches;['smirches'];DES;DESV
smirks;['smirks'];DES;DESV
smites;['smites'];DES;DESV
smokes;['smokes'];DES;DESV
smooches;['smooches'];DES;DESV
smooths;['smooths'];DES;DESV
smothers;['smothers'];DES;DESV
smudges;['smudges'];DES;DESV
smuggles;['smuggles'];DES;DESV
snaffles;['snaffles'];DES;DESV
snakes;['snakes'];DES;DESV
snaps;['snaps'];DES;DESV
snares;['snares'];DES;DESV
snarls;['snarls'];DES;DESV
snatches;['snatches'];DES;DESV
sneaks;['sneaks'];DES;DESV
sneers;['sneers'];DES;DESV
sneezes;['sneezes'];DES;DESV
sniffles;['sniffles'];DES;DESV
sniffs;['sniffs'];DES;DESV
sniggers;['sniggers'];DES;DESV
snipes;['snipes'];DES;DESV
snips;['snips'];DES;DESV
snitches;['snitches'];DES;DESV
snoops;['snoops'];DES;DESV
snoozes;['snoozes'];DES;DESV
snores;['snores'];DES;DESV
snorts;['snorts'];DES;DESV
snowballs;['snowballs'];DES;DESV
snows;['snows'];DES;DESV
snubs;['snubs'];DES;DESV
snuggles;['snuggles'];DES;DESV
soaks;['soaks'];DES;DESV
soaps;['soaps'];DES;DESV
soars;['soars'];DES;DESV
sobers;['sobers'];DES;DESV
sobs;['sobs'];DES;DESV
socks;['socks'];DES;DESV
softens;['softens'];DES;DESV
solaces;['solaces'];DES;DESV
solders;['solders'];DES;DESV
solicits;['solicits'];DES;DESV
solidifies;['solidifies'];DES;DESV
solves;['solves'];DES;DESV
soothes;['soothes'];DES;DESV
sorts;['sorts'];DES;DESV
sounds;['sounds'];DES;DESV
sours;['sours'];DES;DESV
sows;['sows'];DES;DESV
spaces;['spaces'];DES;DESV
spangles;['spangles'];DES;DESV
spanks;['spanks'];DES;DESV
spans;['spans'];DES;DESV
spares;['spares'];DES;DESV
sparkles;['sparkles'];DES;DESV
sparks;['sparks'];DES;DESV
spars;['spars'];DES;DESV
spatters;['spatters'];DES;DESV
spawns;['spawns'];DES;DESV
speaks;['speaks'];DES;DESV
specifies;['specifies'];DES;DESV
speculates;['speculates'];DES;DESV
spends;['spends'];DES;DESV
spews;['spews'];DES;DESV
spices;['spices'];DES;DESV
spiels;['spiels'];DES;DESV
spies;['spies'];DES;DESV
spins;['spins'];DES;DESV
spites;['spites'];DES;DESV
splashes;['splashes'];DES;DESV
splatters;['splatters'];DES;DESV
splinters;['splinters'];DES;DESV
splits;['splits'];DES;DESV
splodges;['splodges'];DES;DESV
splotches;['splotches'];DES;DESV
splurges;['splurges'];DES;DESV
splutters;['splutters'];DES;DESV
spoils;['spoils'];DES;DESV
sponges;['sponges'];DES;DESV
sponsors;['sponsors'];DES;DESV
spoon-feeds;['spoon-feeds'];DES;DESV
spoons;['spoons'];DES;DESV
sports;['sports'];DES;DESV
spotlights;['spotlights'];DES;DESV
spots;['spots'];DES;DESV
spouts;['spouts'];DES;DESV
spraies;['spraies'];DES;DESV
sprains;['sprains'];DES;DESV
sprawls;['sprawls'];DES;DESV
springs;['springs'];DES;DESV
sprinkles;['sprinkles'];DES;DESV
sprouts;['sprouts'];DES;DESV
spurns;['spurns'];DES;DESV
spurts;['spurts'];DES;DESV
sputters;['sputters'];DES;DESV
squabbles;['squabbles'];DES;DESV
squalls;['squalls'];DES;DESV
squanders;['squanders'];DES;DESV
squares;['squares'];DES;DESV
squashes;['squashes'];DES;DESV
squats;['squats'];DES;DESV
squawks;['squawks'];DES;DESV
squeaks;['squeaks'];DES;DESV
squeals;['squeals'];DES;DESV
squeezes;['squeezes'];DES;DESV
squelches;['squelches'];DES;DESV
squints;['squints'];DES;DESV
squires;['squires'];DES;DESV
squirms;['squirms'];DES;DESV
squirts;['squirts'];DES;DESV
stabs;['stabs'];DES;DESV
stacks;['stacks'];DES;DESV
staffs;['staffs'];DES;DESV
stages;['stages'];DES;DESV
staggers;['staggers'];DES;DESV
stagnates;['stagnates'];DES;DESV
staies;['staies'];DES;DESV
stains;['stains'];DES;DESV
stakes;['stakes'];DES;DESV
stales;['stales'];DES;DESV
stalks;['stalks'];DES;DESV
stalls;['stalls'];DES;DESV
stammers;['stammers'];DES;DESV
stampedes;['stampedes'];DES;DESV
stamps;['stamps'];DES;DESV
stands;['stands'];DES;DESV
staples;['staples'];DES;DESV
starches;['starches'];DES;DESV
stares;['stares'];DES;DESV
stars;['stars'];DES;DESV
startles;['startles'];DES;DESV
starts;['starts'];DES;DESV
starves;['starves'];DES;DESV
stashes;['stashes'];DES;DESV
states;['states'];DES;DESV
stations;['stations'];DES;DESV
staves;['staves'];DES;DESV
steadies;['steadies'];DES;DESV
steals;['steals'];DES;DESV
steams;['steams'];DES;DESV
steepens;['steepens'];DES;DESV
steers;['steers'];DES;DESV
stems;['stems'];DES;DESV
steps;['steps'];DES;DESV
stews;['stews'];DES;DESV
sticks;['sticks'];DES;DESV
stiffens;['stiffens'];DES;DESV
stifles;['stifles'];DES;DESV
stills;['stills'];DES;DESV
stings;['stings'];DES;DESV
stinks;['stinks'];DES;DESV
stints;['stints'];DES;DESV
stirs;['stirs'];DES;DESV
stitches;['stitches'];DES;DESV
stockpiles;['stockpiles'];DES;DESV
stocks;['stocks'];DES;DESV
stomaches;['stomaches'];DES;DESV
stomps;['stomps'];DES;DESV
stones;['stones'];DES;DESV
stonewalls;['stonewalls'];DES;DESV
stooges;['stooges'];DES;DESV
stoops;['stoops'];DES;DESV
stoppers;['stoppers'];DES;DESV
stops;['stops'];DES;DESV
stores;['stores'];DES;DESV
storms;['storms'];DES;DESV
stows;['stows'];DES;DESV
straddles;['straddles'];DES;DESV
strafes;['strafes'];DES;DESV
straggles;['straggles'];DES;DESV
straies;['straies'];DES;DESV
strains;['strains'];DES;DESV
strands;['strands'];DES;DESV
strangles;['strangles'];DES;DESV
straps;['straps'];DES;DESV
streaks;['streaks'];DES;DESV
streamlines;['streamlines'];DES;DESV
streams;['streams'];DES;DESV
strengthens;['strengthens'];DES;DESV
stresses;['stresses'];DES;DESV
stretches;['stretches'];DES;DESV
strews;['strews'];DES;DESV
strides;['strides'];DES;DESV
strikes;['strikes'];DES;DESV
strings;['strings'];DES;DESV
strips;['strips'];DES;DESV
strives;['strives'];DES;DESV
strokes;['strokes'];DES;DESV
strolls;['strolls'];DES;DESV
struggles;['struggles'];DES;DESV
strums;['strums'];DES;DESV
struts;['struts'];DES;DESV
studies;['studies'];DES;DESV
stuffs;['stuffs'];DES;DESV
stultifies;['stultifies'];DES;DESV
stumbles;['stumbles'];DES;DESV
stuns;['stuns'];DES;DESV
stunts;['stunts'];DES;DESV
stupefies;['stupefies'];DES;DESV
stutters;['stutters'];DES;DESV
styles;['styles'];DES;DESV
subcontracts;['subcontracts'];DES;DESV
subdues;['subdues'];DES;DESV
sublets;['sublets'];DES;DESV
submits;['submits'];DES;DESV
subordinates;['subordinates'];DES;DESV
subpoenas;['subpoenas'];DES;DESV
subscribes;['subscribes'];DES;DESV
subsides;['subsides'];DES;DESV
substantiates;['substantiates'];DES;DESV
subtitles;['subtitles'];DES;DESV
subtracts;['subtracts'];DES;DESV
subverts;['subverts'];DES;DESV
suckles;['suckles'];DES;DESV
sucks;['sucks'];DES;DESV
sues;['sues'];DES;DESV
suffers;['suffers'];DES;DESV
suffices;['suffices'];DES;DESV
suffocates;['suffocates'];DES;DESV
sugars;['sugars'];DES;DESV
suggests;['suggests'];DES;DESV
suits;['suits'];DES;DESV
sulks;['sulks'];DES;DESV
summarizes;['summarizes'];DES;DESV
summers;['summers'];DES;DESV
summons;['summons'];DES;DESV
summonses;['summonses'];DES;DESV
sums;['sums'];DES;DESV
sunbathes;['sunbathes'];DES;DESV
superimposes;['superimposes'];DES;DESV
superintends;['superintends'];DES;DESV
superposes;['superposes'];DES;DESV
supersedes;['supersedes'];DES;DESV
supervenes;['supervenes'];DES;DESV
supplicates;['supplicates'];DES;DESV
supplies;['supplies'];DES;DESV
supports;['supports'];DES;DESV
surfaces;['surfaces'];DES;DESV
surfeits;['surfeits'];DES;DESV
surges;['surges'];DES;DESV
surmises;['surmises'];DES;DESV
surrenders;['surrenders'];DES;DESV
surrounds;['surrounds'];DES;DESV
surveies;['surveies'];DES;DESV
survives;['survives'];DES;DESV
suspects;['suspects'];DES;DESV
sustains;['sustains'];DES;DESV
swaggers;['swaggers'];DES;DESV
swaies;['swaies'];DES;DESV
swallows;['swallows'];DES;DESV
swamps;['swamps'];DES;DESV
swanks;['swanks'];DES;DESV
swaps;['swaps'];DES;DESV
swarms;['swarms'];DES;DESV
swats;['swats'];DES;DESV
swears;['swears'];DES;DESV
sweats;['sweats'];DES;DESV
sweeps;['sweeps'];DES;DESV
sweetens;['sweetens'];DES;DESV
swells;['swells'];DES;DESV
swerves;['swerves'];DES;DESV
swigs;['swigs'];DES;DESV
swills;['swills'];DES;DESV
swims;['swims'];DES;DESV
swindles;['swindles'];DES;DESV
swings;['swings'];DES;DESV
swipes;['swipes'];DES;DESV
swirls;['swirls'];DES;DESV
swishes;['swishes'];DES;DESV
switches;['switches'];DES;DESV
swoons;['swoons'];DES;DESV
swoops;['swoops'];DES;DESV
swots;['swots'];DES;DESV
syncopates;['syncopates'];DES;DESV
syndicates;['syndicates'];DES;DESV
tabooes;['tabooes'];DES;DESV
tackles;['tackles'];DES;DESV
tags;['tags'];DES;DESV
tailors;['tailors'];DES;DESV
tails;['tails'];DES;DESV
taints;['taints'];DES;DESV
takes;['takes'];DES;DESV
talks;['talks'];DES;DESV
tallies;['tallies'];DES;DESV
tames;['tames'];DES;DESV
tangles;['tangles'];DES;DESV
tans;['tans'];DES;DESV
tapers;['tapers'];DES;DESV
tapes;['tapes'];DES;DESV
taps;['taps'];DES;DESV
tarnishes;['tarnishes'];DES;DESV
tars;['tars'];DES;DESV
tastes;['tastes'];DES;DESV
tattles;['tattles'];DES;DESV
tattooes;['tattooes'];DES;DESV
taxes;['taxes'];DES;DESV
taxis;['taxis'];DES;DESV
teaches;['teaches'];DES;DESV
tears;['tears'];DES;DESV
teases;['teases'];DES;DESV
teems;['teems'];DES;DESV
teeters;['teeters'];DES;DESV
tells;['tells'];DES;DESV
tempers;['tempers'];DES;DESV
tempts;['tempts'];DES;DESV
tenders;['tenders'];DES;DESV
tenses;['tenses'];DES;DESV
terminates;['terminates'];DES;DESV
terms;['terms'];DES;DESV
testifies;['testifies'];DES;DESV
tests;['tests'];DES;DESV
thanks;['thanks'];DES;DESV
thatches;['thatches'];DES;DESV
thaws;['thaws'];DES;DESV
thickens;['thickens'];DES;DESV
thieves;['thieves'];DES;DESV
thinks;['thinks'];DES;DESV
thins;['thins'];DES;DESV
thrashes;['thrashes'];DES;DESV
threads;['threads'];DES;DESV
threatens;['threatens'];DES;DESV
thrills;['thrills'];DES;DESV
thrives;['thrives'];DES;DESV
throbs;['throbs'];DES;DESV
throngs;['throngs'];DES;DESV
throttles;['throttles'];DES;DESV
throws;['throws'];DES;DESV
thrusts;['thrusts'];DES;DESV
thuds;['thuds'];DES;DESV
thumbs;['thumbs'];DES;DESV
thumps;['thumps'];DES;DESV
thunders;['thunders'];DES;DESV
thwacks;['thwacks'];DES;DESV
tickles;['tickles'];DES;DESV
ticks;['ticks'];DES;DESV
ties;['ties'];DES;DESV
tiles;['tiles'];DES;DESV
tills;['tills'];DES;DESV
tilts;['tilts'];DES;DESV
tinges;['tinges'];DES;DESV
tingles;['tingles'];DES;DESV
tings;['tings'];DES;DESV
tinkles;['tinkles'];DES;DESV
tins;['tins'];DES;DESV
tints;['tints'];DES;DESV
tipples;['tipples'];DES;DESV
tips;['tips'];DES;DESV
tiptoes;['tiptoes'];DES;DESV
tires;['tires'];DES;DESV
titivates;['titivates'];DES;DESV
titles;['titles'];DES;DESV
titrates;['titrates'];DES;DESV
titters;['titters'];DES;DESV
tittle-tattles;['tittle-tattles'];DES;DESV
toadies;['toadies'];DES;DESV
toasts;['toasts'];DES;DESV
toddles;['toddles'];DES;DESV
toils;['toils'];DES;DESV
tolls;['tolls'];DES;DESV
tones;['tones'];DES;DESV
tooths;['tooths'];DES;DESV
toots;['toots'];DES;DESV
topples;['topples'];DES;DESV
tops;['tops'];DES;DESV
torments;['torments'];DES;DESV
torpedoes;['torpedoes'];DES;DESV
tosses;['tosses'];DES;DESV
totals;['totals'];DES;DESV
totters;['totters'];DES;DESV
touches;['touches'];DES;DESV
toughens;['toughens'];DES;DESV
tousles;['tousles'];DES;DESV
touts;['touts'];DES;DESV
towers;['towers'];DES;DESV
tows;['tows'];DES;DESV
traces;['traces'];DES;DESV
tracks;['tracks'];DES;DESV
trades;['trades'];DES;DESV
traffics;['traffics'];DES;DESV
trails;['trails'];DES;DESV
trains;['trains'];DES;DESV
traipses;['traipses'];DES;DESV
tramples;['tramples'];DES;DESV
tramps;['tramps'];DES;DESV
transacts;['transacts'];DES;DESV
transfers;['transfers'];DES;DESV
transfixes;['transfixes'];DES;DESV
tranships;['tranships'];DES;DESV
translates;['translates'];DES;DESV
transmits;['transmits'];DES;DESV
transmogrifies;['transmogrifies'];DES;DESV
transmutes;['transmutes'];DES;DESV
transpires;['transpires'];DES;DESV
transships;['transships'];DES;DESV
traps;['traps'];DES;DESV
travesties;['travesties'];DES;DESV
treads;['treads'];DES;DESV
treasures;['treasures'];DES;DESV
treats;['treats'];DES;DESV
trebles;['trebles'];DES;DESV
treks;['treks'];DES;DESV
trembles;['trembles'];DES;DESV
trends;['trends'];DES;DESV
trespasses;['trespasses'];DES;DESV
trickles;['trickles'];DES;DESV
tricks;['tricks'];DES;DESV
tries;['tries'];DES;DESV
trifles;['trifles'];DES;DESV
trims;['trims'];DES;DESV
triples;['triples'];DES;DESV
trips;['trips'];DES;DESV
troops;['troops'];DES;DESV
troubles;['troubles'];DES;DESV
trudges;['trudges'];DES;DESV
trumps;['trumps'];DES;DESV
truncates;['truncates'];DES;DESV
trundles;['trundles'];DES;DESV
trusts;['trusts'];DES;DESV
tucks;['tucks'];DES;DESV
tugs;['tugs'];DES;DESV
tumbles;['tumbles'];DES;DESV
tunes;['tunes'];DES;DESV
turns;['turns'];DES;DESV
tussles;['tussles'];DES;DESV
tutors;['tutors'];DES;DESV
twaddles;['twaddles'];DES;DESV
tweaks;['tweaks'];DES;DESV
tweets;['tweets'];DES;DESV
twiddles;['twiddles'];DES;DESV
twigs;['twigs'];DES;DESV
twines;['twines'];DES;DESV
twinkles;['twinkles'];DES;DESV
twins;['twins'];DES;DESV
twirls;['twirls'];DES;DESV
twists;['twists'];DES;DESV
twitches;['twitches'];DES;DESV
twitters;['twitters'];DES;DESV
types;['types'];DES;DESV
typifies;['typifies'];DES;DESV
umpires;['umpires'];DES;DESV
unbalances;['unbalances'];DES;DESV
unbends;['unbends'];DES;DESV
unbinds;['unbinds'];DES;DESV
underbids;['underbids'];DES;DESV
undercuts;['undercuts'];DES;DESV
underfeeds;['underfeeds'];DES;DESV
undergoes;['undergoes'];DES;DESV
underlies;['underlies'];DES;DESV
underlines;['underlines'];DES;DESV
undermines;['undermines'];DES;DESV
underpaies;['underpaies'];DES;DESV
underplaies;['underplaies'];DES;DESV
underrates;['underrates'];DES;DESV
underscores;['underscores'];DES;DESV
undersells;['undersells'];DES;DESV
understands;['understands'];DES;DESV
understates;['understates'];DES;DESV
undertakes;['undertakes'];DES;DESV
underwrites;['underwrites'];DES;DESV
undoes;['undoes'];DES;DESV
undresses;['undresses'];DES;DESV
undulates;['undulates'];DES;DESV
unearths;['unearths'];DES;DESV
unfreezes;['unfreezes'];DES;DESV
unifies;['unifies'];DES;DESV
unites;['unites'];DES;DESV
unnerves;['unnerves'];DES;DESV
unpacks;['unpacks'];DES;DESV
unplugs;['unplugs'];DES;DESV
unravels;['unravels'];DES;DESV
unsaies;['unsaies'];DES;DESV
unsettles;['unsettles'];DES;DESV
unsticks;['unsticks'];DES;DESV
unstops;['unstops'];DES;DESV
untangles;['untangles'];DES;DESV
unveils;['unveils'];DES;DESV
unwinds;['unwinds'];DES;DESV
upbraids;['upbraids'];DES;DESV
updates;['updates'];DES;DESV
upgrades;['upgrades'];DES;DESV
upholds;['upholds'];DES;DESV
upholsters;['upholsters'];DES;DESV
uproots;['uproots'];DES;DESV
ups;['ups'];DES;DESV
upsets;['upsets'];DES;DESV
upturns;['upturns'];DES;DESV
urges;['urges'];DES;DESV
uses;['uses'];DES;DESV
ushers;['ushers'];DES;DESV
utters;['utters'];DES;DESV
vacates;['vacates'];DES;DESV
vacuums;['vacuums'];DES;DESV
values;['values'];DES;DESV
vandalizes;['vandalizes'];DES;DESV
vanishes;['vanishes'];DES;DESV
vanquishes;['vanquishes'];DES;DESV
vaunts;['vaunts'];DES;DESV
veers;['veers'];DES;DESV
veils;['veils'];DES;DESV
vents;['vents'];DES;DESV
ventures;['ventures'];DES;DESV
vests;['vests'];DES;DESV
vetoes;['vetoes'];DES;DESV
vets;['vets'];DES;DESV
vies;['vies'];DES;DESV
views;['views'];DES;DESV
vilifies;['vilifies'];DES;DESV
vindicates;['vindicates'];DES;DESV
violates;['violates'];DES;DESV
vitiates;['vitiates'];DES;DESV
voices;['voices'];DES;DESV
volunteers;['volunteers'];DES;DESV
vomits;['vomits'];DES;DESV
votes;['votes'];DES;DESV
vouches;['vouches'];DES;DESV
vows;['vows'];DES;DESV
waddles;['waddles'];DES;DESV
wades;['wades'];DES;DESV
wagers;['wagers'];DES;DESV
waggles;['waggles'];DES;DESV
wags;['wags'];DES;DESV
wails;['wails'];DES;DESV
waits;['waits'];DES;DESV
waives;['waives'];DES;DESV
wakens;['wakens'];DES;DESV
walks;['walks'];DES;DESV
wallops;['wallops'];DES;DESV
wallows;['wallows'];DES;DESV
walls;['walls'];DES;DESV
waltzes;['waltzes'];DES;DESV
wanders;['wanders'];DES;DESV
wanes;['wanes'];DES;DESV
wangles;['wangles'];DES;DESV
wants;['wants'];DES;DESV
warbles;['warbles'];DES;DESV
warms;['warms'];DES;DESV
warns;['warns'];DES;DESV
warps;['warps'];DES;DESV
warrants;['warrants'];DES;DESV
wastes;['wastes'];DES;DESV
watches;['watches'];DES;DESV
waterproofs;['waterproofs'];DES;DESV
waters;['waters'];DES;DESV
wavers;['wavers'];DES;DESV
waves;['waves'];DES;DESV
waxes;['waxes'];DES;DESV
waylaies;['waylaies'];DES;DESV
weakens;['weakens'];DES;DESV
weans;['weans'];DES;DESV
wearies;['wearies'];DES;DESV
wears;['wears'];DES;DESV
weds;['weds'];DES;DESV
weeds;['weeds'];DES;DESV
weeps;['weeps'];DES;DESV
weighs;['weighs'];DES;DESV
welcomes;['welcomes'];DES;DESV
wets;['wets'];DES;DESV
whacks;['whacks'];DES;DESV
wheedles;['wheedles'];DES;DESV
wheels;['wheels'];DES;DESV
wheezes;['wheezes'];DES;DESV
whimpers;['whimpers'];DES;DESV
whines;['whines'];DES;DESV
whips;['whips'];DES;DESV
whirls;['whirls'];DES;DESV
whirrs;['whirrs'];DES;DESV
whisks;['whisks'];DES;DESV
whispers;['whispers'];DES;DESV
whistles;['whistles'];DES;DESV
whitens;['whitens'];DES;DESV
whoops;['whoops'];DES;DESV
whops;['whops'];DES;DESV
widens;['widens'];DES;DESV
wiggles;['wiggles'];DES;DESV
wilts;['wilts'];DES;DESV
winces;['winces'];DES;DESV
winds;['winds'];DES;DESV
winks;['winks'];DES;DESV
wins;['wins'];DES;DESV
winters;['winters'];DES;DESV
wipes;['wipes'];DES;DESV
wires;['wires'];DES;DESV
wishes;['wishes'];DES;DESV
withdraws;['withdraws'];DES;DESV
withers;['withers'];DES;DESV
withholds;['withholds'];DES;DESV
withstands;['withstands'];DES;DESV
witnesses;['witnesses'];DES;DESV
wobbles;['wobbles'];DES;DESV
wonders;['wonders'];DES;DESV
wooes;['wooes'];DES;DESV
woofs;['woofs'];DES;DESV
words;['words'];DES;DESV
works;['works'];DES;DESV
worms;['worms'];DES;DESV
worries;['worries'];DES;DESV
worsens;['worsens'];DES;DESV
worships;['worships'];DES;DESV
worsts;['worsts'];DES;DESV
wounds;['wounds'];DES;DESV
wrangles;['wrangles'];DES;DESV
wraps;['wraps'];DES;DESV
wreaks;['wreaks'];DES;DESV
wreathes;['wreathes'];DES;DESV
wrecks;['wrecks'];DES;DESV
wrenches;['wrenches'];DES;DESV
wrestles;['wrestles'];DES;DESV
wrests;['wrests'];DES;DESV
wriggles;['wriggles'];DES;DESV
wrings;['wrings'];DES;DESV
wrinkles;['wrinkles'];DES;DESV
writes;['writes'];DES;DESV
writhes;['writhes'];DES;DESV
wrongs;['wrongs'];DES;DESV
X-raies;['X-raies'];DES;DESV
yackety-yaks;['yackety-yaks'];DES;DESV
yaks;['yaks'];DES;DESV
yanks;['yanks'];DES;DESV
yaps;['yaps'];DES;DESV
yarns;['yarns'];DES;DESV
yawns;['yawns'];DES;DESV
yellows;['yellows'];DES;DESV
yells;['yells'];DES;DESV
yelps;['yelps'];DES;DESV
yields;['yields'];DES;DESV
yowls;['yowls'];DES;DESV
zaps;['zaps'];DES;DESV
zeroes;['zeroes'];DES;DESV
zips;['zips'];DES;DESV
zones;['zones'];DES;DESV
zooms;['zooms'];DES;DESV
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
